"Dc_Dist","Psa","Dispatch_Date_Time","Dc_Key","Location_Block","UCR_General","Text_General_Code","Police_Districts","Lon","Lat"
39,"3","2012-12-05 13:52:00",201239080739,"3200 BLOCK N 27TH ST",700,"Motor Vehicle Theft",21,-75.173456,40.005394
9,"T","2007-02-13 22:22:00",200709007358,"1700 BLOCK ARCH ST",300,"Robbery No Firearm",8,-75.16812,39.955069
8,"K","2008-09-26 18:41:00",200808047595,"12600 BLOCK BISCAYNE DR",1100,"Fraud",7,-74.965553,40.092618
26,"2","2014-04-02 20:37:00",201426013397,"N 05TH ST / W BERKS ST",800,"Other Assaults",19,-75.142869,39.979861
24,"3","2009-06-03 06:13:00",200924048036,"2300 BLOCK E CAMBRIA ST",300,"Robbery No Firearm",17,-75.113795,39.985395
19,"3","2010-01-19 08:48:00",201019005137,"5500 BLOCK SPRING ST",800,"Other Assaults",15,-75.231409,39.96443
9,"2","2015-03-27 14:08:00",201509012233,"1700 BLOCK JOHN F KENNEDY BLVD",2600,"All Other Offenses",8,-75.168272,39.953979
22,"G","2008-01-05 19:34:00",200822000979,"2100 BLOCK N GRATZ ST",800,"Other Assaults",16,-75.163613,39.98603
26,"1","2012-08-29 12:24:00",201226045712,"2200 BLOCK N FRONT ST",600,"Thefts",19,-75.132589,39.983231
39,"G","2009-08-09 13:33:00",200939052547,"2900 BLOCK N LAMBERT ST",600,"Theft from Vehicle",21,-75.164519,39.999308
19,"3","2014-01-29 13:09:00",201419008384,"3900 BLOCK FORD RD",1600,"Prostitution and Commercialized Vice",15,-75.208625,39.999439
26,"1","2009-06-22 10:53:00",200926042494,"2000 BLOCK N 7TH ST",600,"Theft from Vehicle",19,-75.145915,39.982134
25,"2","2012-10-02 23:24:00",201225082132,"4000 BLOCK N DARIEN ST",2600,"All Other Offenses",18,-75.141054,40.013373
18,"A","2006-08-19 00:55:00",200618057509,"S 36TH ST /WALNUT ST",2100,"DRIVING UNDER THE INFLUENCE",14,-75.194789,39.953151
12,"O","2009-05-28 22:32:00",200912047125,"5300 BLOCK ANGORA TER",300,"Robbery Firearm",9,-75.230628,39.946838
24,"N","2006-05-02 00:15:00",200624040107,"3900 BLOCK CASTOR AVE",300,"Robbery No Firearm",17,-75.099096,40.005821
6,"3","2014-10-29 12:48:00",201406049137,"1300 BLOCK MARKET ST",1100,"Fraud",5,-75.161485,39.952073
16,"A","2006-10-14 02:44:00",200616049328,"3400 BLOCK LANCASTER AVE",800,"Other Assaults",12,-75.192134,39.957842
26,"3","2009-11-22 16:15:00",200926078046,"2600 BLOCK KENSINGTON AV",600,"Thefts",19,-75.126936,39.989099
18,"M","2008-08-24 22:41:00",200818061354,"S 56TH ST  / MARKET ST",2600,"All Other Offenses",14,-75.23286,39.960985
24,"3","2012-04-07 01:46:00",201224028223,"2500 BLOCK E BIRCH ST",800,"Other Assaults",17,-75.111425,39.983721
39,"K","2008-07-31 11:54:00",200839054259,"2500 BLOCK W SILVER ST",400,"Aggravated Assault Firearm",21,-75.172232,39.997035
15,"2","2012-10-25 18:44:00",201215104114,"4600 BLOCK COMLY ST",1300,"Receiving Stolen Property",11,-75.059289,40.017703
22,"3","2012-08-06 23:48:00",201222065907,"N 22ND ST / JEFFERSON ST",2600,"All Other Offenses",16,-75.17153,39.977547
18,"M","2006-03-27 14:48:00",200618020259,"5600 BLOCK CHESTNUT ST",600,"Thefts",14,-75.23323,39.959521
22,"1","2011-04-28 13:07:00",201122035876,"1800 BLOCK N BROAD ST",600,"Theft from Vehicle",16,-75.157327,39.98114
22,"3","2014-02-18 11:03:00",201422011845,"1300 BLOCK N 18TH ST",500,"Burglary Residential",16,-75.165515,39.97406
25,"S","2009-04-30 09:59:00",200925043634,"100 BLOCK W ERIE AVE",1500,"Weapon Violations",18,-75.129941,40.007081
26,"3","2012-12-05 11:21:00",201226062697,"2600 BLOCK AMBER ST",1700,"Other Sex Offenses (Not Commercialized)",19,-75.123501,39.985187
7,"1","2013-10-31 12:25:00",201307034262,"400 BLOCK RHAWN ST",500,"Burglary Non-Residential",6,-75.082645,40.076645
14,"2","2010-01-27 14:36:00",201014006466,"0 BLOCK HIGH ST",2400,"Disorderly Conduct",10,-75.176902,40.040161
6,"P","2009-06-08 15:41:00",200906030155,"800 BLOCK FAIRMOUNT ST",2600,"All Other Offenses",5,-75.151328,39.964514
25,"4","2014-05-12 09:32:00",201425037845,"700 BLOCK W ONTARIO ST",600,"Theft from Vehicle",18,-75.141866,40.003383
9,"H","2008-01-16 12:00:00",200809002901,"1900 BLOCK JOHN F KENNEDY BLVD",2300,"Public Drunkenness",8,-75.172195,39.954434
24,"2","2015-07-06 17:39:00",201524063051,"2800 BLOCK RUTH ST",2600,"All Other Offenses",17,-75.121997,39.990846
12,"D","2007-01-01 02:54:00",200712000054,"8500 BLOCK LINDBERGH BLVD",2600,"All Other Offenses",9,-75.254752,39.894937
23,"D","2008-09-22 16:51:00",200823044574,"N BROAD ST / CECIL B MOORE AVE",2600,"All Other Offenses",16,-75.157917,39.978717
3,"2","2014-12-16 11:54:00",201403076254,"400 BLOCK MC KEAN ST",1100,"Fraud",3,-75.154163,39.923562
22,"3","2010-05-08 02:00:00",201022040118,"N 16TH ST / W OXFORD ST",1400,"Vandalism/Criminal Mischief",16,-75.161445,39.977703
12,"4","2014-09-10 20:12:00",201412068801,"1100 BLOCK S 54TH ST",2600,"All Other Offenses",9,-75.228197,39.944092
1,"E","2008-08-11 19:14:00",200801028796,"1500 BLOCK RITNER ST",1100,"Fraud",1,-75.172303,39.920837
17,"H","2009-08-09 20:12:00",200917038338,"1900 BLOCK CARPENTER ST",600,"Thefts",13,-75.17462,39.940125
39,"2","2012-12-11 21:50:00",201239082432,"N BROAD ST / W ALLEGHENY AVE",1800,"Narcotic / Drug Law Violations",18,-75.152928,40.001602
16,"1","2015-07-03 23:07:00",201516029512,"3900 BLOCK LANCASTER AVE",2400,"Disorderly Conduct",12,-75.200188,39.961947
25,"I","2006-12-24 17:12:00",200625136372,"2800 BLOCK N REESE ST",1800,"Narcotic / Drug Law Violations",18,-75.140564,39.993818
5,"3","2016-04-25 13:36:00",201605007511,"700 BLOCK IVINS RD",1100,"Fraud",4,-75.240032,40.060349
2,"K","2008-04-11 20:50:00",200802024077,"6500 BLOCK KINDRED ST",200,"Rape",2,-75.072427,40.04033
25,"4","2015-11-09 07:05:00",201525092531,"3100 BLOCK N BROAD ST",600,"Thefts",18,-75.153209,40.000055
26,"3","2012-09-14 10:54:00",201226048535,"100 BLOCK E LEHIGH AVE",2600,"All Other Offenses",19,-75.129948,39.990733
1,"D","2006-01-12 23:14:00",200601001528,"S 28TH ST /JACKSON ST",2600,"All Other Offenses",1,-75.192834,39.92608
39,"K","2007-06-03 03:34:00",200739033690,"2800 BLOCK N BAMBREY ST",900,"Arson",21,-75.172988,39.998475
19,"2","2012-05-05 11:02:00",201219035500,"4900 BLOCK GIRARD AVE",2600,"All Other Offenses",12,-75.219148,39.972819
12,"4","2014-06-14 19:26:00",201412043296,"S 57TH ST / FLORENCE AVE",2600,"All Other Offenses",9,-75.23102,39.939956
8,"F","2007-01-20 21:35:00",200708002952,"8700 BLOCK COTTAGE ST",2600,"All Other Offenses",7,-75.013465,40.047123
9,"1","2011-10-21 07:03:00",201109050333,"2000 BLOCK SPRUCE ST",500,"Burglary Residential",8,-75.175512,39.948376
15,"1","2009-09-05 01:45:00",200915098261,"5300 BLOCK FRANKFORD AV",2600,"All Other Offenses",11,-75.076843,40.023323
24,"2","2013-05-28 17:58:00",201324046847,"200 BLOCK E TUSCULUM ST",2600,"All Other Offenses",17,-75.127712,39.993201
14,"4","2012-01-27 17:43:00",201214006949,"1100 BLOCK E MOUNT PLEASANT AV",600,"Thefts",10,-75.175466,40.071381
12,"3","2012-03-11 06:13:00",201212017099,"S 50TH ST / WOODLAND AVE",2600,"All Other Offenses",9,-75.213867,39.939984
2,"1","2015-01-31 20:02:00",201502006022,"4600 BLOCK E ROOSEVELT BLVD",600,"Thefts",2,-75.099584,40.02849
26,"1","2013-12-13 08:36:00",201326062951,"2400 BLOCK N FAIRHILL ST",1400,"Vandalism/Criminal Mischief",19,-75.142287,39.988968
9,"U","2009-04-23 12:08:00",200909018705,"1500 BLOCK ARCH ST",800,"Other Assaults",8,-75.166313,39.954861
3,"2","2011-11-21 15:59:00",201103078426,"0 BLOCK MIFFLIN ST",600,"Thefts",3,-75.143638,39.923506
39,"3","2016-02-24 09:30:00",201639014654,"2300 BLOCK W CAMBRIA ST",800,"Other Assaults",21,-75.168528,39.998874
26,"1","2014-09-16 09:26:00",201426047886,"2100 BLOCK N 06TH ST",2600,"All Other Offenses",19,-75.143968,39.983791
16,"2","2011-01-20 20:12:00",201116002921,"EB SCHUYLKILL EXPY  / W GIRARD AV",2100,"DRIVING UNDER THE INFLUENCE",NA,NA,NA
35,"I","2006-12-26 02:22:00",200635110559,"4900 BLOCK STENTON AV",1400,"Vandalism/Criminal Mischief",20,-75.159033,40.029582
12,"4","2015-08-12 22:06:00",201512064055,"5600 BLOCK WILLOWS AV",2600,"All Other Offenses",9,-75.231291,39.942009
19,"R","2008-12-10 19:46:00",200819100310,"0 BLOCK N 52ND ST",2100,"DRIVING UNDER THE INFLUENCE",15,-75.224862,39.960312
22,"1","2012-09-14 02:45:00",201222077722,"1200 BLOCK W CUMBERLAND ST",700,"Recovered Stolen Motor Vehicle",16,-75.15155,39.990346
15,"F","2008-11-26 06:15:00",200815133338,"4400 BLOCK FRANKFORD AVE",500,"Burglary Non-Residential",11,-75.087498,40.012542
35,"1","2009-11-01 13:10:00",200935094151,"1100 BLOCK W GRANGE AVE",700,"Motor Vehicle Theft",20,-75.139647,40.040763
15,"N","2006-01-02 08:26:00",200615000451,"3400 BLOCK DISSTON ST",600,"Theft from Vehicle",11,-75.048666,40.033888
18,"3","2014-04-09 14:11:00",201418019297,"3400 BLOCK WOODLAND WALK",600,"Thefts",14,-75.193245,39.952332
22,"1","2015-01-18 18:05:00",201522005085,"2200 BLOCK N BROAD ST",1100,"Fraud",16,-75.156322,39.986347
35,"3","2014-02-09 03:04:00",201435009869,"1800 BLOCK W CHEW AVE",2100,"DRIVING UNDER THE INFLUENCE",20,-75.151667,40.040572
26,"2","2011-09-14 10:53:00",201126050824,"1700 BLOCK N 5TH ST",700,"Motor Vehicle Theft",19,-75.143575,39.976931
19,"2","2014-02-15 17:29:00",201419013690,"5400 BLOCK HAVERFORD AVE",500,"Burglary Residential",15,-75.229211,39.96675
35,"J","2009-08-14 19:11:00",200935069402,"5600 BLOCK N BROAD ST",2600,"All Other Offenses",20,-75.144734,40.0394
5,"1","2011-11-06 00:28:00",201105020295,"600 BLOCK JAMESTOWN ST",1400,"Vandalism/Criminal Mischief",4,-75.206236,40.030016
17,"2","2012-05-17 21:06:00",201217023581,"2800 BLOCK TASKER ST",2600,"All Other Offenses",13,-75.19129,39.933395
15,"D","2006-12-19 21:19:00",200615140073,"4400 BLOCK N PENN ST",400,"Aggravated Assault Firearm",11,-75.089263,40.013535
5,"3","2012-10-01 18:16:00",201205018557,"8200 BLOCK HENRY AVE",500,"Burglary Residential",4,-75.235685,40.060348
25,"3","2015-04-23 14:37:00",201525031433,"3400 BLOCK N WATER ST",800,"Other Assaults",18,-75.127271,40.002031
3,"2","2009-11-23 22:34:00",200903038796,"1400 BLOCK S FRONT ST",1400,"Vandalism/Criminal Mischief",3,-75.146385,39.930073
14,"P","2006-12-28 13:29:00",200614104018,"300 BLOCK E DURHAM ST",1100,"Fraud",10,-75.184905,40.064048
18,"3","2015-12-09 10:22:00",201518083623,"4900 BLOCK WOODLAND AVE",800,"Other Assaults",9,-75.212605,39.940802
15,"2","2014-04-17 21:59:00",201415031181,"6000 BLOCK MONTAGUE ST",800,"Other Assaults",11,-75.062863,40.0225
14,"1","2011-02-24 00:14:00",201114012652,"400 BLOCK PLEASANT ST",700,"Recovered Stolen Motor Vehicle",10,-75.181916,40.058425
15,"2","2011-07-12 09:07:00",201115069961,"5300 BLOCK CHARLES ST",400,"Aggravated Assault No Firearm",11,-75.072522,40.02008
15,"2","2015-06-28 12:49:00",201515062388,"6700 BLOCK DITMAN ST",700,"Recovered Stolen Motor Vehicle",11,-75.046848,40.025584
1,"B","2006-05-30 17:55:00",200601018927,"S 21ST ST /MC KEAN ST",1500,"Weapon Violations",1,-75.180896,39.927083
14,"3","2010-03-24 13:20:00",201014020075,"0 BLOCK E HIGH ST",600,"Thefts",10,-75.1769,40.040153
8,"C","2006-05-22 08:58:00",200608022172,"9200 BLOCK JAMES ST",600,"Theft from Vehicle",7,-74.99409,40.047082
12,"F","2007-04-19 23:29:00",200712033578,"S 70TH ST /GRAYS AV",2600,"All Other Offenses",9,-75.238834,39.918396
19,"3","2016-09-20 18:55:00",201619086305,"1600 BLOCK N 54TH ST",700,"Motor Vehicle Theft",15,-75.229915,39.977093
15,"1","2016-04-23 00:52:00",201615038018,"4700 BLOCK RICHMOND ST",2600,"All Other Offenses",11,-75.067384,40.000482
9,"1","2011-07-14 12:02:00",201109033158,"200 BLOCK S 16TH ST",600,"Thefts",8,-75.167975,39.947412
19,"3","2011-08-22 11:44:00",201119075073,"4400 BLOCK CITY AV",600,"Theft from Vehicle",15,-75.221335,40.003585
22,"2","2011-10-25 14:13:00",201122090524,"3100 BLOCK W BERKS ST",2600,"All Other Offenses",16,-75.185734,39.985361
5,"1","2014-07-07 16:03:00",201405011550,"6100 RIDGE AV / GREEN LN",300,"Robbery No Firearm",4,-75.215922,40.034115
25,"3","2010-08-18 23:27:00",201025077877,"3300 BLOCK RORER ST",2600,"All Other Offenses",18,-75.120011,39.999008
22,"3","2016-10-20 12:35:00",201622085838,"1600 BLOCK N 18TH ST",800,"Other Assaults",16,-75.164628,39.978154
12,"3","2010-01-20 12:02:00",201012006186,"5800 BLOCK WOODLAND AVE",600,"Thefts",9,-75.224583,39.932372
17,"1","2015-11-29 17:47:00",201517059834,"2000 BLOCK CARPENTER ST",500,"Burglary Residential",13,-75.177827,39.940517
8,"1","2011-08-31 19:00:00",201108036420,"3300 BLOCK WILLITS RD",1400,"Vandalism/Criminal Mischief",7,-75.008613,40.053536
22,"2","2016-06-01 18:17:00",201622046022,"2000 BLOCK N 30TH ST",2600,"All Other Offenses",16,-75.18256,39.986726
25,"3","2009-11-13 09:12:00",200925118149,"200 BLOCK W ALLEGHENY AV",600,"Thefts",18,-75.133841,39.999182
12,"3","2014-01-28 21:45:00",201412006435,"6200 BLOCK DICKENS AV",2600,"All Other Offenses",9,-75.225573,39.924334
9,"1","2016-09-23 05:34:00",201609038670,"1400 BLOCK PINE ST",600,"Theft from Vehicle",8,-75.165191,39.94552
6,"2","2014-12-19 15:14:00",201406056929,"N 08TH ST / MARKET ST",1100,"Fraud",5,-75.153585,39.951136
35,"2","2015-09-07 21:22:00",201535078243,"N 05TH ST / W SOMERVILLE AV",2600,"All Other Offenses",20,-75.131165,40.033401
6,"3","2012-01-18 23:07:00",201206003128,"300 BLOCK S 6TH ST",2600,"All Other Offenses",5,-75.151753,39.944468
22,"3","2016-09-24 03:08:00",201622078489,"1600 BLOCK N BROAD ST",200,"Rape",16,-75.158164,39.977383
14,"K","2009-05-13 13:40:00",200914034916,"900 BLOCK E PRICE ST",1800,"Narcotic / Drug Law Violations",10,-75.163332,40.048776
24,"3","2009-07-08 22:48:00",200924060773,"3000 BLOCK EDGEMONT ST",2600,"All Other Offenses",17,-75.106795,39.981993
3,"4","2011-01-10 20:10:00",201103002393,"300 BLOCK OREGON AVE",1800,"Narcotic / Drug Law Violations",3,-75.155024,39.914621
14,"1","2015-08-07 22:08:00",201514063576,"6600 BLOCK CHEW AVE",1800,"Narcotic / Drug Law Violations",10,-75.179149,40.054335
19,"A","2006-03-09 18:51:00",200619018092,"7500 BLOCK WOODBINE AVE",800,"Other Assaults",15,-75.266605,39.975197
9,"1","2015-08-07 21:16:00",201509033848,"S 18TH ST / WALNUT ST",2600,"All Other Offenses",8,-75.17067,39.950141
35,"2","2014-05-14 16:49:00",201435038538,"1300 BLOCK W LOUDON ST",800,"Other Assaults",20,-75.145396,40.025836
26,"S","2008-11-28 10:42:00",200826077277,"2600 BLOCK N FRANKLIN ST",300,"Robbery Firearm",19,-75.144522,39.992154
7,"2","2016-09-30 21:15:00",201607027416,"9100 BLOCK OLD NEWTOWN RD",600,"Thefts",6,-75.040539,40.075426
25,"F","2009-01-05 21:32:00",200925001662,"5000 BLOCK C ST",600,"Thefts",18,-75.117356,40.025441
39,"2","2012-09-09 16:15:00",201239061894,"3900 BLOCK BROAD ST",600,"Thefts",1,-75.175053,39.901509
2,"2","2011-06-17 20:58:00",201102039849,"800 BLOCK PASSMORE ST",800,"Other Assaults",2,-75.088995,40.046989
9,"1","2010-09-13 20:33:00",201009044418,"200 BLOCK S 17TH ST",500,"Burglary Residential",8,-75.169483,39.948419
24,"1","2011-03-16 22:54:00",201124019612,"3300 BLOCK RAND ST",300,"Robbery No Firearm",17,-75.112182,39.998862
24,"H","2006-03-12 13:46:00",200624023060,"2000 BLOCK E SCHILLER ST",300,"Robbery Firearm",17,-75.104994,39.996967
8,"M","2007-07-24 17:55:00",200708033297,"2900 BLOCK WELSH RD",600,"Theft from Vehicle",7,-75.028065,40.061941
2,"K","2006-09-04 10:56:00",200602058570,"6300 BLOCK EVERETT AVE",800,"Other Assaults",2,-75.074726,40.036389
2,"B","2007-09-26 09:26:00",200702065835,"7900 BLOCK BUSTLETON AV",600,"Thefts",2,-75.053014,40.057244
16,"1","2011-01-06 18:38:00",201116000876,"N 38TH ST  / POWELTON AV",800,"Other Assaults",12,-75.197042,39.959574
6,"P","2007-08-28 23:34:00",200706051992,"N 10TH ST  / BROWN ST",1700,"Other Sex Offenses (Not Commercialized)",5,-75.153519,39.966246
18,"D","2006-10-02 19:58:00",200618068990,"4000 BLOCK CHESTNUT ST",500,"Burglary Residential",14,-75.202875,39.955757
39,"B","2007-11-19 13:34:00",200739072172,"N BROAD ST  / W CLEARFIELD ST",2600,"All Other Offenses",21,-75.153274,40.000014
39,"1","2013-04-08 10:31:00",201339022790,"5300 BLOCK NEWHALL ST",600,"Theft from Vehicle",21,-75.173707,40.02696
12,"H","2008-10-27 20:07:00",200812094977,"6600 BLOCK WOODLAND AV",1400,"Vandalism/Criminal Mischief",9,-75.235552,39.924668
3,"3","2012-03-28 08:50:00",201203019432,"1100 BLOCK S 11TH ST",600,"Thefts",3,-75.161462,39.937126
3,"H","2009-07-27 02:34:00",200903025337,"S 7TH ST / WASHINGTON AV",2100,"DRIVING UNDER THE INFLUENCE",3,-75.155393,39.935556
6,"F","2007-06-04 20:51:00",200706033372,"200 BLOCK S 12TH ST",600,"Thefts",5,-75.161017,39.946981
14,"F","2009-05-01 16:53:00",200914031318,"E WOODLAWN ST  / ANDERSON ST",300,"Robbery No Firearm",10,-75.157874,40.050407
14,"2","2013-08-09 21:59:00",201314059230,"6300 BLOCK GARDENIA ST",800,"Other Assaults",10,-75.177523,40.046808
6,"1","2015-06-03 17:30:00",201506025021,"500 BLOCK WOOD ST",600,"Theft from Vehicle",5,-75.147514,39.956905
39,"1","2009-10-08 04:59:00",200939066607,"400 BLOCK W STAFFORD ST",600,"Theft from Vehicle",21,-75.184134,40.027896
6,"N","2006-10-25 16:48:00",200606065166,"1200 BLOCK VINE ST",2600,"All Other Offenses",5,-75.159835,39.957801
25,"P","2009-01-29 23:09:00",200925010145,"4000 BLOCK OLD YORK RD",1600,"Prostitution and Commercialized Vice",18,-75.147285,40.014117
4,"E","2006-04-27 17:26:00",200604019261,"500 BLOCK WOLF ST",1400,"Vandalism/Criminal Mischief",3,-75.155874,39.920013
35,"1","2012-06-19 09:41:00",201235048123,"5800 BLOCK N 6TH ST",600,"Thefts",20,-75.13154,40.040696
18,"S","2006-04-20 00:12:00",200618026467,"6000 BLOCK MARKET ST",1500,"Weapon Violations",14,-75.242445,39.962134
15,"T","2009-07-28 20:20:00",200915083681,"7200 BLOCK HEGERMAN ST",2600,"All Other Offenses",11,-75.034528,40.029068
18,"P","2006-04-23 00:41:00",200618027221,"5900 BLOCK WALNUT ST",2600,"All Other Offenses",14,-75.241265,39.958871
6,"I","2008-12-22 16:22:00",200806071692,"1000 BLOCK MARKET ST",600,"Thefts",5,-75.156776,39.951586
2,"2","2015-07-24 11:09:00",201502047751,"700 BLOCK ADAMS AVE",2600,"All Other Offenses",2,-75.106717,40.032882
12,"O","2009-08-31 21:40:00",200912082985,"5300 BLOCK ANGORA TER",300,"Robbery Firearm",9,-75.230864,39.94683
39,"K","2008-11-19 14:42:00",200839081820,"2600 BLOCK W SILVER ST",2600,"All Other Offenses",21,-75.173828,39.997236
24,"K","2008-11-11 21:58:00",200824098938,"3700 BLOCK FRANKFORD AVE",900,"Arson",17,-75.098412,40.000145
12,"3","2010-03-20 13:11:00",201012025652,"5300 BLOCK LINDBERGH BLVD",600,"Theft from Vehicle",9,-75.214664,39.934898
17,"M","2006-11-27 01:05:00",200617061831,"2600 BLOCK OAKFORD ST",1400,"Vandalism/Criminal Mischief",13,-75.188433,39.938017
19,"2","2014-03-21 20:34:00",201419024826,"N 60TH ST / VINE ST",2600,"All Other Offenses",15,-75.239796,39.966586
25,"4","2015-02-16 16:08:00",201525012902,"2800 BLOCK N 09TH ST",1800,"Narcotic / Drug Law Violations",18,-75.145799,39.994467
6,"1","2010-06-09 16:22:00",201006031206,"N 12TH ST  / NOBLE ST",600,"Theft from Vehicle",5,-75.158128,39.959964
12,"N","2006-10-17 00:41:00",200612082234,"1100 BLOCK S 52ND ST",600,"Theft from Vehicle",9,-75.222,39.943232
25,"2","2013-05-02 21:15:00",201325037264,"4700 BLOCK N 3RD ST",300,"Robbery No Firearm",18,-75.130432,40.023183
18,"1","2015-11-15 00:30:00",201518077556,"6000 BLOCK DELANCEY ST",2600,"All Other Offenses",14,-75.243391,39.956239
2,"1","2010-10-16 09:13:00",201002070036,"1400 BLOCK STIRLING ST",600,"Theft from Vehicle",2,-75.077981,40.038759
12,"4","2012-05-03 14:48:00",201212031446,"5400 BLOCK CHESTER AVE",600,"Thefts",9,-75.222986,39.939692
19,"3","2012-07-30 08:25:00",201219062087,"3700 BLOCK CONSHOHOCKEN AVE",1400,"Vandalism/Criminal Mischief",15,-75.203328,40.003349
18,"3","2010-11-07 00:18:00",201018074462,"S 44TH ST / WALNUT ST",2600,"All Other Offenses",14,-75.210058,39.955047
14,"K","2007-11-17 22:50:00",200714087665,"6200 BLOCK CRITTENDEN ST",1800,"Narcotic / Drug Law Violations",10,-75.164603,40.056718
25,"F","2008-11-13 12:08:00",200825126713,"4700 BLOCK TAMPA ST",700,"Recovered Stolen Motor Vehicle",18,-75.112573,40.020718
9,"E","2009-05-31 04:50:00",200909025671,"S 17TH ST  / WALNUT ST",300,"Robbery Firearm",8,-75.169104,39.949952
15,"H","2007-09-15 00:40:00",200715099898,"1900 BLOCK HARRISON ST",2600,"All Other Offenses",11,-75.075998,40.016172
8,"3","2011-05-03 16:26:00",201108017966,"11000 BLOCK KNIGHTS RD",1500,"Weapon Violations",7,-74.976286,40.081409
12,"H","2008-03-26 16:56:00",200812025449,"2400 BLOCK S 67TH ST",800,"Other Assaults",9,-75.23417,39.921546
9,"2","2011-06-29 18:56:00",201109030570,"1700 BLOCK BENJAMIN FRANKLIN PKWY",600,"Thefts",8,-75.167886,39.955949
12,"M","2007-07-24 16:28:00",200712065285,"5000 BLOCK KINGSESSING",500,"Burglary Residential",9,-75.216655,39.942041
12,"1","2014-05-28 12:39:00",201412038237,"6900 BLOCK LINDBERGH BLVD",700,"Motor Vehicle Theft",9,-75.228708,39.912168
14,"Q","2007-05-13 19:31:00",200714034101,"BAYARD ST /LIMEKILN PKE",300,"Robbery Firearm",10,-75.160826,40.073103
14,"3","2012-09-07 19:32:00",201214068171,"100 BLOCK W ALLENS LA",2600,"All Other Offenses",10,-75.194548,40.058713
16,"2","2014-04-09 20:31:00",201416014778,"4400 BLOCK MARKET ST",2600,"All Other Offenses",12,-75.209464,39.958131
12,"P","2008-02-26 01:18:00",200812016140,"5700 BLOCK CHESTER AV",2600,"All Other Offenses",9,-75.227138,39.936669
14,"4","2011-02-23 14:29:00",201114012498,"8600 BLOCK PROVIDENT ST",1800,"Narcotic / Drug Law Violations",10,-75.177085,40.081422
25,"R","2008-06-19 22:26:00",200825065273,"600 BLOCK W PIKE ST",700,"Recovered Stolen Motor Vehicle",18,-75.138195,40.010699
24,"2","2010-02-23 21:27:00",201024015096,"500 BLOCK E INDIANA AVE",500,"Burglary Residential",17,-75.120168,39.99416
2,"H","2008-06-14 22:01:00",200802040419,"6900 BLOCK OAKLAND ST",500,"Burglary Residential",2,-75.065648,40.043718
18,"1","2014-08-02 00:58:00",201418046054,"S 60TH ST / OSAGE AV",2600,"All Other Offenses",14,-75.242257,39.954735
24,"1","2012-07-19 17:54:00",201224063823,"2000 BLOCK WHEATSHEAF LN",600,"Theft from Vehicle",17,-75.093427,40.002573
22,"1","2012-11-14 12:02:00",201222096649,"1300 BLOCK W CUMBERLAND ST",800,"Other Assaults",16,-75.153531,39.990605
9,"I","2006-05-26 16:45:00",200609025822,"100 BLOCK N 20TH ST",1400,"Vandalism/Criminal Mischief",8,-75.172453,39.957418
19,"3","2015-08-01 00:44:00",201519076505,"1200 BLOCK BELMONT AVE",2100,"DRIVING UNDER THE INFLUENCE",15,-75.212273,39.973257
1,"F","2006-06-26 17:03:00",200601022671,"2100 BLOCK SHUNK ST",2600,"All Other Offenses",1,-75.18257,39.919603
6,"I","2007-07-17 15:13:00",200706042941,"1000 BLOCK ARCH ST",1100,"Fraud",5,-75.156719,39.953568
15,"3","2013-01-11 19:49:00",201315003720,"4500 BLOCK BLEIGH AVE",700,"Recovered Stolen Motor Vehicle",11,-75.034313,40.033547
12,"J","2006-08-18 23:26:00",200612065120,"2100 BLOCK S 61ST ST",2600,"All Other Offenses",9,-75.230356,39.929817
18,"3","2010-03-25 00:08:00",201018018262,"4800 BLOCK WOODLAND AV",2600,"All Other Offenses",14,-75.212387,39.941167
35,"2","2009-12-11 22:45:00",200935106386,"5500 BLOCK OLD YORK RD",1800,"Narcotic / Drug Law Violations",20,-75.144709,40.036939
8,"3","2015-03-04 15:17:00",201508008575,"200 BLOCK FRANKLIN MILLS CIR",600,"Thefts",7,-74.964665,40.082719
22,"3","2011-08-08 22:33:00",201122067711,"1000 BLOCK W GIRARD AV",2600,"All Other Offenses",16,-75.152614,39.970627
6,"2","2013-03-24 14:40:00",201306013740,"1000 BLOCK MARKET ST",1000,"Forgery and Counterfeiting",5,-75.156776,39.951586
17,"1","2012-01-19 17:20:00",201217002803,"900 BLOCK S BROAD ST",2600,"All Other Offenses",13,-75.166538,39.939487
14,"A","2008-03-19 13:30:00",200814022097,"1900 BLOCK 74TH AV",600,"Theft from Vehicle",10,-75.146738,40.067161
25,"3","2014-07-26 18:43:00",201425062244,"FRONT/ERIE",2600,"All Other Offenses",NA,NA,NA
2,"1","2014-01-29 20:22:00",201402005617,"6500 BLOCK BUSTLETON AVE",2600,"All Other Offenses",2,-75.06927,40.036882
19,"1","2010-10-24 17:26:00",201019099636,"700 BLOCK WYNNEWOOD RD",500,"Burglary Residential",15,-75.246413,39.973949
18,"3","2013-08-21 12:17:00",201318049020,"0 BLOCK S 48TH ST",500,"Burglary Residential",14,-75.217332,39.957738
19,"2","2013-01-24 12:06:00",201319006693,"1300 BLOCK N 51ST ST",800,"Other Assaults",15,-75.22395,39.973657
39,"1","2013-05-04 20:42:00",201339029827,"100 BLOCK HANSBERRY ST",1800,"Narcotic / Drug Law Violations",21,-75.168794,40.029403
6,"1","2012-02-02 16:33:00",201206005815,"1300 BLOCK RIDGE AVE",600,"Thefts",5,-75.159788,39.965423
